"ssn","bank_name","IBAN","account_id" 
"44501593770","ملی","IR940921097727501178992424","271873"
"60559865223","سرمایه","IR945715908296220902035331","653597"
"60559865223","تجارت","IR776206415617755624437404","756437"
"60559865223","سرمایه","IR742075171718042772683772","638765"
"60559865223","تجارت","IR385882129803461784097690","686340"
"60559865223","ملت","IR510127519891427700112584","408617"
"54981328180","صادرات","IR896759905605559831295962","721683"
"35610901387","صادرات","IR242401132248144054041248","575098"
"10571405738","سرمایه","IR954646755031283351734975","521198"
"61679810135","تجارت","IR293910049422806447509592","466003"
"61679810135","تجارت","IR595077382901586441320114","426826"
"61679810135","تجارت","IR328862874514667515731195","697330"
"61679810135","ملت","IR714385022589914468246209","483237"
"61679810135","صادرات","IR791727071150259483098608","369266"
"41210770070","تجارت","IR274798870326134656708364","994375"
"41210770070","ملی","IR811694503219697027754508","877529"
"41210770070","ملی","IR766860244310789940208394","302710"
"41210770070","ملی","IR718890800544090923345081","651875"
"41210770070","ملی","IR575439929193960988475087","147177"
"68106266824","صادرات","IR142237467571041023888645","501468"
"68106266824","تجارت","IR664925258793786971229224","472974"
"13690613035","تجارت","IR575986410416864788700376","854327"
"13690613035","صادرات","IR285156418497075989357892","457799"
"13690613035","سرمایه","IR611915240921422048733324","812644"
"13690613035","ملت","IR571869058566511861271693","863513"
"15608555333","تجارت","IR451279328087743950221082","191645"
"15608555333","ملت","IR196729495400436942269589","876417"
"50667828382","صادرات","IR435217542242076310695046","895704"
"50667828382","ملت","IR237252076953204867774464","690754"
"50667828382","ملی","IR199728798772186261686185","651969"
"98220721174","ملی","IR293473734799330810252172","131100"
"98220721174","صادرات","IR990850684678353385633505","810764"
"98220721174","صادرات","IR924681125094065955041585","909655"
"13838453447","ملی","IR805812634788804999196783","218235"
"13838453447","سرمایه","IR300489991337748251074541","418227"
"13838453447","سرمایه","IR154425262023822390802699","208827"
"13838453447","ملت","IR255342752694532906686544","430392"
"81586472905","ملی","IR364760299564422166278261","888898"
"94942267704","صادرات","IR506644748181748800289110","839479"
"94942267704","ملی","IR849428508814252268996216","136130"
"94942267704","سرمایه","IR701728135067535491765256","586826"
"94942267704","ملی","IR480805346779316808062745","778999"
"94942267704","سرمایه","IR638957443261879071266140","757830"
"64244548864","ملی","IR581164130147277779277055","398864"
"64244548864","ملت","IR240076368596071397248745","606624"
"64244548864","ملی","IR951154397530161101212339","176449"
"64244548864","سرمایه","IR848664623446287569113266","939835"
"23801710626","صادرات","IR923764487939286763054292","409517"
"26872814101","سرمایه","IR191189569516276098431024","576360"
"26872814101","ملت","IR653443435222966863836537","967866"
"26872814101","تجارت","IR539561550388083557812465","577210"
"29785785255","صادرات","IR872736727726156205557289","740837"
"29785785255","سرمایه","IR308145381859302533204164","435157"
"56099821938","سرمایه","IR274398922407739963807685","623970"
"56099821938","تجارت","IR119600998446834503934739","620684"
"57938273710","ملی","IR901891578157029574647144","859805"
"57938273710","سرمایه","IR646844114749048564868221","177364"
"57938273710","تجارت","IR658138390029390199271609","446230"
"57938273710","ملی","IR162893318523044895371590","829860"
"57938273710","تجارت","IR243377468869117202478928","652163"
"10262784393","ملی","IR116307746711975292945716","397247"
"10262784393","ملت","IR185866364306967455155928","961102"
"10262784393","تجارت","IR658772659375369286854937","649055"
"10262784393","تجارت","IR121067639152818881403945","954910"
"93131322804","صادرات","IR123608549784916629753427","477031"
"93131322804","ملی","IR358979351775674844607304","257184"
"93131322804","تجارت","IR376389327853773467891946","663895"
"93131322804","ملت","IR287270691119100679197175","635502"
"16566661558","سرمایه","IR989103396622969514492696","260739"
"16566661558","ملت","IR528178027242082742129955","315515"
"51968807792","ملت","IR175642475529778383007325","172446"
"51968807792","سرمایه","IR136047901716030283332041","103738"
"51968807792","تجارت","IR259652246915722005783633","748532"
"51968807792","ملت","IR850556599670091358565278","932799"
"51968807792","ملت","IR598364239492266537386248","836070"
"51744923469","سرمایه","IR706283220435155686494812","525698"
"51744923469","سرمایه","IR285856263825570468696118","242061"
"51744923469","ملت","IR347806039021558218554329","426878"
"51744923469","صادرات","IR902176992606928160628310","381651"
"21307735110","ملت","IR829796851986273839565663","641045"
"21307735110","ملت","IR946827182800076376343901","927796"
"21307735110","سرمایه","IR567966558550527765020760","544687"
"21307735110","صادرات","IR551467567197870318706416","399819"
"54139436917","ملی","IR585310973079074982706941","869736"
"54139436917","صادرات","IR775739145353684148428522","917106"
"54139436917","سرمایه","IR409880712313700907896960","910423"
"54139436917","ملی","IR451237080089349620273828","469298"
"54139436917","تجارت","IR209060103313200669359560","637083"
"38620493102","تجارت","IR876746312369534521681048","140140"
"38620493102","صادرات","IR397476898576282207555494","957519"
"38620493102","تجارت","IR354424225341818549001150","991558"
"21668996721","تجارت","IR914812191528228889382314","956628"
"21668996721","ملت","IR584766439671128506078616","241213"
"21668996721","ملت","IR205026020457684042562153","850955"
"21668996721","ملت","IR936376673206922518413580","129400"
"21668996721","ملی","IR583119695869835237476730","786245"
"28989886992","صادرات","IR565609376961644478818727","551647"
"28989886992","ملی","IR831885118504069462632871","238831"
"46461723752","تجارت","IR799240097517081014582314","691088"
"53159165404","ملت","IR438007149995751348183288","926083"
"53159165404","سرمایه","IR948360017378829535174457","282088"
"53159165404","صادرات","IR695376901304726224970271","201691"
"53159165404","ملی","IR265363686133466897583293","263177"
"53159165404","ملی","IR208436916375508749808255","285540"
"25007283196","ملی","IR941715884652611691038737","629449"
"25007283196","ملی","IR846894591103684695709040","749325"
"30872544327","تجارت","IR732463285828826661592598","511094"
"30872544327","ملت","IR860253990760870803312271","838428"
"30872544327","ملی","IR693872597695397444294345","235844"
"30872544327","تجارت","IR644178134539890101253099","772818"
"54073612268","سرمایه","IR191251592707000851307606","605885"
"54073612268","سرمایه","IR639515701952895038610845","440167"
"54073612268","ملی","IR270894126636640263927717","493910"
"54073612268","سرمایه","IR186216905285715975853387","153879"
"54073612268","ملی","IR969414630643366483998769","342122"
"80951862002","تجارت","IR681928387806467634351975","265130"
"80951862002","تجارت","IR314651401929863694519551","891425"
"80951862002","ملی","IR493741824492302901070121","719836"
"80951862002","سرمایه","IR665287997520879658280237","105743"
"80951862002","تجارت","IR780424743177335204719338","343667"
"95586314506","ملت","IR630570230635302727498887","275915"
"95586314506","ملی","IR850655654771339092328266","549409"
"95586314506","ملت","IR825730001325096653080559","387690"
"98409830453","ملت","IR673503075840157830049088","765913"
"98409830453","ملی","IR268862940293235188982617","805398"
"98409830453","صادرات","IR339349309878026280789981","436997"
"98409830453","تجارت","IR442428763507916373181566","683025"
"98409830453","ملی","IR216621632435211374549353","705770"
"89199676013","سرمایه","IR791713996524243593587913","120570"
"89199676013","ملت","IR965415441433152314509198","503657"
"64334059286","ملی","IR449269583901650860203418","111549"
"64334059286","ملی","IR494397996486039450358848","220470"
"64334059286","صادرات","IR865829569910156396528132","844897"
"17406758249","سرمایه","IR798498111379940982037298","832772"
"17406758249","ملی","IR506001906112075596718010","891593"
"17406758249","ملی","IR505967475315547439558540","802315"
"17406758249","تجارت","IR947753973828585159408807","693254"
"17406758249","ملی","IR844215325166684806634463","107639"
"67194377548","ملت","IR559109097455041858721236","735985"
"67194377548","صادرات","IR811688995587506532438481","980641"
"67194377548","ملت","IR261257166160213102479514","734048"
"67194377548","ملت","IR395490906981964134237856","273412"
"67194377548","ملی","IR744816684570605861336861","161889"
"61764625087","ملت","IR740288311804221846475884","179557"
"61764625087","صادرات","IR786930867997360877534029","602468"
"61764625087","ملت","IR811824098130089077352013","108312"
"61764625087","ملت","IR880258457880263213616926","372822"
"61764625087","تجارت","IR460979831263000376617538","564875"
"26318290291","ملی","IR106673201136778123995394","984849"
"26318290291","سرمایه","IR292928275639026621030722","395746"
"26318290291","ملت","IR721452416105985252724932","947487"
"54972241476","ملت","IR770171655391673498252683","528635"
"54972241476","سرمایه","IR721874574161542458414340","503818"
"66493544701","تجارت","IR339866771152368447943902","306577"
"66493544701","سرمایه","IR300175591147446479314825","257370"
"92749677713","سرمایه","IR348130771004331237055778","337547"
"31149951911","ملی","IR828526606297757699290751","915199"
"31149951911","سرمایه","IR134836304632413319761754","156613"
"31149951911","ملی","IR363754638727878031027678","311032"
"31149951911","ملی","IR985464313462993439508134","763074"
"31149951911","ملت","IR937179035649911095990511","946850"
"53979660976","صادرات","IR118438702152821528697952","800695"
"53979660976","سرمایه","IR265653854170222989142109","742139"
"53979660976","تجارت","IR853613224542660358550236","371139"
"96574792487","ملت","IR134185161261324400350957","149350"
"96574792487","سرمایه","IR524576529948675921276691","166127"
"96574792487","تجارت","IR500967368449652570341580","751443"
"96574792487","ملت","IR409235031902015604293701","965688"
"96574792487","تجارت","IR793946208500615762882449","214487"
"60692510593","ملت","IR928616196224190135092527","109381"
"60692510593","تجارت","IR984327650239990194239321","839879"
"60692510593","تجارت","IR939406143007722707483245","361562"
"60692510593","ملت","IR574386843850787351407719","903381"
"91134534686","تجارت","IR870180800370637839330323","684122"
"91134534686","ملی","IR340473795542474616159216","973466"
"91134534686","صادرات","IR868983275001702459541315","937539"
"91134534686","سرمایه","IR129887008755279456458763","794867"
"91134534686","صادرات","IR328595405666354358380433","215619"
"42086075386","سرمایه","IR991238725424853894909361","149749"
"86194426560","صادرات","IR495848711909754033344224","869638"
"86194426560","تجارت","IR856447686077777442426223","141391"
"40132671385","ملی","IR501765073872485875628664","845139"
"40132671385","سرمایه","IR217465962730610627957192","648247"
"95578792227","تجارت","IR186116096726787310080207","832070"
"95578792227","تجارت","IR512249434211650971084730","520476"
"84133878542","تجارت","IR840476557968558243516871","443714"
"84133878542","ملی","IR917707940045763406648485","612584"
"91090205056","تجارت","IR895555208758731662962981","721638"
"91090205056","سرمایه","IR779208459946485595078421","669711"
"96032927068","ملت","IR740052800779103770741802","846348"
"76005678085","ملی","IR988589581402737402859984","393180"
"76005678085","ملی","IR761868352893399542274478","396714"
"76005678085","ملی","IR156697872512498969602513","356405"
"63076780751","تجارت","IR168134203164383233202167","187213"
"63076780751","صادرات","IR844369326159469462744048","451477"
"63076780751","سرمایه","IR770743650687790128141865","945496"
"99622548275","سرمایه","IR227390901528159157826867","889232"
"11492727383","سرمایه","IR494778623715805519193925","526389"
"11492727383","سرمایه","IR261335049986680259105057","738024"
"11492727383","ملی","IR748003825602512698962380","424725"
"11492727383","سرمایه","IR297460362207150064305850","121661"
"11492727383","صادرات","IR824033885499875844492334","566424"
"21901812577","ملی","IR429798179162309706565400","122676"
"46130034026","صادرات","IR420379734398986409949499","768494"
"46130034026","صادرات","IR684111656152415140193969","266247"
"19507613315","تجارت","IR471022797944607816147641","252565"
"19507613315","صادرات","IR272563646167225099993529","551401"
"19507613315","صادرات","IR689748245844639542147192","957798"
"19507613315","سرمایه","IR729929348924116417035197","446855"
"19507613315","ملت","IR500196320007631512900690","760551"
"14217975407","ملی","IR740120167642739676824006","922268"
"14217975407","تجارت","IR438446068775421039210010","396613"
"14217975407","ملت","IR396338736478215709653581","783285"
"81151345995","تجارت","IR522624128560768629231544","767118"
"81151345995","سرمایه","IR833822294424299176685461","549401"
"81151345995","تجارت","IR551427911475595519566216","677264"
"81151345995","ملی","IR159572736294628770446816","599155"
"91575118886","ملی","IR502996104107847537103188","870391"
"91575118886","ملی","IR850289106673210763385322","302495"
"91575118886","ملی","IR702579934402087663877203","151708"
"91575118886","تجارت","IR876037579324047510090405","497788"
"91575118886","صادرات","IR666624533018764740489387","681966"
"25825762420","ملت","IR818294886666762819991984","925565"
"37512222968","سرمایه","IR287859677670200913529471","656743"
"88796609866","ملت","IR320824980810645958542421","225277"
"37785728959","سرمایه","IR137274688460736629859184","127973"
"37785728959","ملت","IR782431487583504080473469","134550"
"37785728959","صادرات","IR214855276407015761778629","198701"
"37785728959","ملی","IR792357537834244625876319","803284"
"37785728959","سرمایه","IR303364470367809952472971","268853"
"95930230657","صادرات","IR622464961837130534243415","615405"
"95930230657","ملت","IR399820152415657933695790","322118"
"95930230657","تجارت","IR121982430151066566097361","430723"
"95930230657","سرمایه","IR421948651051349239189695","227992"
"95930230657","تجارت","IR651191858790620845136019","155229"
"47786075074","سرمایه","IR194922809253543525191085","902054"
"24697501329","سرمایه","IR519759693671043834201807","291495"
"24697501329","ملت","IR271463046401151277428830","463370"
"24697501329","ملی","IR901923591285557458361243","365872"
"45768537903","تجارت","IR925881987859511724826669","610389"
"45768537903","تجارت","IR984250521249984510197797","860885"
"45768537903","ملی","IR609778330351577938015020","778071"
"45768537903","ملت","IR980127630987909556632301","235915"
"45768537903","سرمایه","IR984550952163017622401557","830178"
"52003386007","ملی","IR573149339337241184246865","434444"
"52003386007","ملی","IR281858158723402546228406","767009"
"52003386007","سرمایه","IR832292609065808263008998","456434"
"52003386007","سرمایه","IR460355132701070639801933","364983"
"61615128873","تجارت","IR668996020748146927885605","356533"
"61615128873","تجارت","IR405728298599283150433086","742267"
"61615128873","صادرات","IR225767929349208884517763","344522"
"88645053153","سرمایه","IR104684517450487380170602","399814"
"88645053153","ملی","IR814652693554868076661440","546215"
"88645053153","صادرات","IR271203010886835626592462","797854"
"28920622275","صادرات","IR670774353806440869328422","504305"
"58355299362","ملت","IR782395075953555645727565","827747"
"58355299362","تجارت","IR724012047620955982790887","618618"
"75856951733","ملت","IR163389276744736574728863","761241"
"75856951733","ملت","IR343747646851859247865714","443214"
"75856951733","ملت","IR934391927708392895355841","494921"
"75856951733","ملی","IR929067872025550945369802","305717"
"75856951733","صادرات","IR359427686598434008726353","243933"
"19038967654","سرمایه","IR840185691482158891671915","162392"
"19038967654","تجارت","IR829089507679513981540695","701983"
"19038967654","ملی","IR214828024502897886858023","209432"
"19038967654","سرمایه","IR407763062735713988459943","515322"
"19038967654","ملت","IR721284739474376065918306","446310"
"95506985456","سرمایه","IR871687060936074206572700","419701"
"33844746950","سرمایه","IR111935662741433166128452","831668"
"33844746950","ملی","IR366991070899463334062614","522208"
"33844746950","ملت","IR568011046150336373903232","107771"
"33844746950","ملت","IR183258413681765858597622","122428"
"24122978254","صادرات","IR407566283000730012664342","768120"
"24122978254","صادرات","IR434498920925771845805807","695976"
"24122978254","ملت","IR693661993744651484640987","179694"
"24122978254","سرمایه","IR360143738397196099913998","673227"
"24798647304","صادرات","IR655820096765863603815732","362097"
"24798647304","ملت","IR191041987010193561810457","742980"
"24798647304","صادرات","IR717894763162229958439672","338819"
"24798647304","ملت","IR645957554680892573214739","275686"
"24798647304","ملی","IR973182745138009005572085","929246"
"42539071078","ملت","IR143892167226295929162479","775400"
"42539071078","صادرات","IR286275541735952569147179","388274"
"42539071078","ملت","IR646721543447647185193166","347820"
"42539071078","ملی","IR947133915889623858612192","339875"
"79442774891","ملت","IR726462970285043122678505","407475"
"79442774891","سرمایه","IR485651683278679672999311","578979"
"79442774891","سرمایه","IR734929909875716124776324","726509"
"79442774891","تجارت","IR429961167460805739662285","702425"
"79442774891","ملی","IR638152525498692221774053","789827"
"45064894929","صادرات","IR403961342787358855338849","437731"
"45064894929","سرمایه","IR824405240739975767091085","682248"
"37029725121","تجارت","IR431314083578922224096558","985266"
"37029725121","تجارت","IR602848111304040888658965","408875"
"37029725121","سرمایه","IR710074505607653243523724","208295"
"37029725121","صادرات","IR320350654332177952624279","523479"
"37029725121","سرمایه","IR541755994027578660185221","819366"
"75546594685","صادرات","IR219603567955707640005739","917973"
"75546594685","تجارت","IR776547115484712101033292","641117"
"75546594685","ملی","IR614182428836127040187062","640737"
"75546594685","ملت","IR917216583757660851744339","490998"
"75908354172","تجارت","IR283761849052186533812726","547230"
"75908354172","ملت","IR650098730332596494613909","164499"
"10927849726","سرمایه","IR808346706578277043773076","320617"
"60109383430","صادرات","IR347085353651870599774244","642563"
"91541363340","ملت","IR830712378931786448348618","354121"
"91541363340","تجارت","IR581469114893770016920734","453179"
"91541363340","صادرات","IR246320552083019639117380","786738"
"69938987587","ملی","IR227783982632406875344661","177790"
"69938987587","صادرات","IR510709818872347386299123","148663"
"69938987587","تجارت","IR418135466174741842277790","859637"
"69938987587","تجارت","IR340685690928418405573956","854196"
"69938987587","ملت","IR159074212695911172530720","752949"
"11463380614","ملت","IR143676071125418394709685","342800"
"11463380614","تجارت","IR372510811488463171652299","723124"
"11463380614","ملت","IR266911954462714905062508","982444"
"11463380614","تجارت","IR487011654244459498481061","946308"
"46054079354","ملی","IR586981481005293519312308","245863"
"46054079354","صادرات","IR309260617954638603828667","291157"
"46054079354","صادرات","IR298599179594266054939313","149024"
"46054079354","سرمایه","IR955549521513130925442126","638617"
"46054079354","ملی","IR140306517132865057577660","955745"
"27770838416","سرمایه","IR604992371930071203440488","105786"
"87469570929","ملت","IR752206091053761086156002","125599"
"87469570929","سرمایه","IR240714980931107539814726","178138"
"87469570929","ملت","IR913042672434433463940871","506417"
"52807085973","ملت","IR712418058104866893660039","359822"
"52807085973","ملت","IR731867607271192257988969","349558"
"52807085973","سرمایه","IR768807602286895948626079","995226"
"52807085973","صادرات","IR881140770726746709129257","650391"
"52807085973","تجارت","IR988804049237829742416754","857265"
"24196931052","ملت","IR297100829223207028964308","682822"
"24196931052","سرمایه","IR193244371626620018362056","202420"
"24196931052","ملی","IR858271151739464900238517","273738"
"24196931052","سرمایه","IR603328982830328935820206","258237"
"68640380093","صادرات","IR409808698336686170434021","376689"
"68640380093","صادرات","IR961757601185142973967193","763039"
"68640380093","سرمایه","IR753670282025407830603508","727302"
"68640380093","سرمایه","IR824541109147410036136573","744901"
"51670964646","تجارت","IR193397660382095050098974","884841"
"51670964646","صادرات","IR115444821002577454756211","960319"
"51670964646","ملی","IR152633323611802126118911","339474"
"32973770936","تجارت","IR447782349505886859718807","101004"
"32973770936","سرمایه","IR768743031846401339894584","812113"
"32973770936","صادرات","IR138172039699953970151382","947372"
"55273064137","ملت","IR232340130353385246063439","574304"
"55273064137","صادرات","IR694875090441771242126100","100847"
"55273064137","ملت","IR474982621324873524843998","359365"
"55273064137","سرمایه","IR559985167669313181417942","774625"
"55273064137","سرمایه","IR864870468054182150054836","590033"
"27951577233","صادرات","IR262681702259932531836351","192999"
"27951577233","صادرات","IR854053138982055765453293","754419"
"28757653468","صادرات","IR628770203768228913001068","222698"
"28757653468","ملت","IR769579345653554203202775","390109"
"28757653468","سرمایه","IR749389328099093455772415","121317"
"28757653468","ملت","IR395020380518822143789108","218582"
"28757653468","ملت","IR270494974283711678760666","113702"
"60761306380","ملت","IR476633279843310377443886","455270"
"60761306380","تجارت","IR637171256872036836930662","737531"
"32305149533","ملی","IR251402459887236484605914","287186"
"32305149533","صادرات","IR474340391650052626343048","800306"
"32305149533","سرمایه","IR470679738829783695619773","617979"
"43611868261","سرمایه","IR651638936792642012381233","931500"
"43611868261","تجارت","IR132169037599039182142922","464434"
"43611868261","سرمایه","IR442757668573362878652708","805120"
"63930191171","صادرات","IR533506638559914491484121","537236"
"63930191171","سرمایه","IR449998612461411734516051","527930"
"63930191171","ملی","IR983064529169983303593499","603869"
"38027305953","ملی","IR969437649130060332542928","932288"
"34815843105","ملی","IR964888050495304959557299","906178"
"34815843105","ملی","IR870529914003939120565503","237520"
"34815843105","سرمایه","IR661660456580259904406733","522763"
"34815843105","ملت","IR610945537210074767695012","862827"
"16899114490","صادرات","IR217462586568315045249395","394812"
"16899114490","تجارت","IR100457026728444068534281","736212"
"16899114490","سرمایه","IR202343122992880215734445","989897"
"66289524257","سرمایه","IR594612012659872407742733","956174"
"66289524257","تجارت","IR654879322336774557122687","518121"
"67573426264","تجارت","IR984653865741999665698826","639549"
"67573426264","ملت","IR158185894379201600143723","664818"
"67573426264","ملت","IR305466690572731850699270","761153"
"67573426264","سرمایه","IR136169381133606219752453","600325"
"62755404175","ملی","IR464393944745130162405081","119475"
"62755404175","ملت","IR232796583489343909981327","691959"
"62755404175","سرمایه","IR556555309969447423735190","305965"
"62755404175","تجارت","IR857875884453031810582127","794464"
"62755404175","ملی","IR607169770170713679062102","829434"
"29986565703","سرمایه","IR801961655440660288052397","178082"
"40949357340","سرمایه","IR820746954753185761773092","900082"
"40949357340","ملت","IR786657818617703096142807","827411"
"40949357340","ملت","IR658688913220960288184808","585856"
"40949357340","صادرات","IR233403191084304488891654","236061"
"24752314600","ملت","IR220071012871910824868801","422396"
"24752314600","تجارت","IR229227500110449934552239","264352"
"42713715329","تجارت","IR766374068446171017845541","612831"
"42713715329","تجارت","IR255594112560961992447883","328890"
"42713715329","تجارت","IR179919183663484066830688","880262"
"42713715329","ملت","IR328960164863241807852715","851313"
"42713715329","تجارت","IR112977598674633664587527","175607"
"11882539965","سرمایه","IR676715923377094080308359","408265"
"30255710506","سرمایه","IR142034267012479783044930","542892"
"30255710506","تجارت","IR983068934301500297867089","605470"
"30255710506","تجارت","IR886381470740653066950226","859612"
"30255710506","ملی","IR285445532082934336303531","449218"
"19937232849","ملی","IR875702621732369750210341","755043"
"19937232849","صادرات","IR190782418361966398370117","233175"
"52796526714","ملت","IR218671497200719681276710","529641"
"61311069927","صادرات","IR420410011375007001059031","212689"
"18008519473","تجارت","IR664874880394522569833509","760000"
"18008519473","ملی","IR200369494988207212549544","849021"
"52017394645","ملت","IR563212518462207021046520","128535"
"52017394645","ملت","IR420912156041693699900525","472177"
"52017394645","سرمایه","IR123209931486979377813665","936678"
"82915896522","ملت","IR809296730269401722161082","895100"
"82915896522","تجارت","IR636486239240034418806600","719217"
"82915896522","تجارت","IR473811445328757066870672","409683"
"82915896522","تجارت","IR604799240245340773622152","535732"
"82915896522","تجارت","IR797978839533647758202606","650821"
"18113359253","صادرات","IR321722652053256360440313","173409"
"18974263367","تجارت","IR648803958619843906883780","776424"
"18974263367","ملی","IR526112401236067596949822","525538"
"14462256556","سرمایه","IR204394899756961138995975","133148"
"14462256556","ملی","IR652440693334739276976075","767684"
"46757297078","ملی","IR535944955316990490991647","692337"
"46757297078","تجارت","IR848498295778890165504937","296899"
"46757297078","صادرات","IR720197978643030438991211","643767"
"55851814990","صادرات","IR598640345403141336972620","171805"
"55851814990","سرمایه","IR468525847297647434034603","887336"
"55851814990","ملت","IR701938567461597827705552","577394"
"55851814990","ملی","IR338963054128206591668179","706144"
"55851814990","صادرات","IR808170989293780279816816","392817"
"38289465650","سرمایه","IR286436409291535159547273","779084"
"38289465650","صادرات","IR960871743595012635216770","909455"
"38289465650","صادرات","IR574630925091353612792783","174406"
"38289465650","تجارت","IR337647827463320821175720","787854"
"38289465650","تجارت","IR154580830670609962424936","893743"
"92471804673","صادرات","IR625408208718085327347821","419799"
"92471804673","ملت","IR736111265877581424436751","205402"
"92471804673","سرمایه","IR651507950217951261153903","757185"
"85146180789","صادرات","IR679616872690321061867667","720722"
"85146180789","سرمایه","IR608246790279729259702303","451452"
"85146180789","ملت","IR719405471211292739311283","673688"
"85146180789","سرمایه","IR351708351035111622416439","259133"
"85146180789","صادرات","IR310932255262678987891798","728720"
"32505130044","تجارت","IR907219166925221231327476","424811"
"32505130044","صادرات","IR103461304973316502566127","362037"
"94593929529","تجارت","IR553893106318916907324715","881407"
"94593929529","تجارت","IR156511037296635645067170","666225"
"94593929529","تجارت","IR280468492034540265145659","162294"
"94593929529","ملی","IR149152285759718872447416","587709"
"94593929529","ملی","IR871934594153049325225702","727984"
"62753647361","سرمایه","IR474164632802285168605030","193445"
"12214071563","صادرات","IR323090764316185242242986","390497"
"12214071563","تجارت","IR188861647575425716351997","595907"
"12214071563","تجارت","IR394956979689781136571202","120554"
"73800959785","تجارت","IR415005438295943191865252","389627"
"24464757262","ملی","IR438978950165741083419021","690967"
"24464757262","صادرات","IR266667041522948670329458","141793"
"51497452395","تجارت","IR462916721251109224763040","362840"
"79321382277","ملی","IR285709893620418107166963","917602"
"26719961461","صادرات","IR942095045457421245878021","141946"
"26719961461","ملی","IR931479197553858151542676","582083"
"26719961461","صادرات","IR979762803375757682706912","481813"
"26719961461","صادرات","IR537612323710753535477331","905611"
"26719961461","ملت","IR483308968192378980371999","743355"
"42112850303","سرمایه","IR158252343321438418284824","301827"
"42112850303","ملت","IR597839244912538872114382","119702"
"42112850303","تجارت","IR251911853388282789023848","626881"
"42112850303","ملی","IR893168431637350861434352","499215"
"42112850303","ملت","IR108847492623528097416925","168420"
"27139417933","تجارت","IR255118177747916466887869","274400"
"27139417933","سرمایه","IR153712677756404062706592","745235"
"27139417933","تجارت","IR966725311530085800590070","390028"
"68473416061","ملت","IR799871752084157935235773","852565"
"68473416061","سرمایه","IR303981986945994133655329","274714"
"68473416061","سرمایه","IR396380749451937200028005","345494"
"68473416061","ملت","IR665558949039828374521649","566528"
"68473416061","صادرات","IR496062694576087741130548","544230"
"33828517691","سرمایه","IR230360271039067369308742","551582"
"33828517691","تجارت","IR225276048932648642155422","933213"
"33828517691","سرمایه","IR348605454630448055195307","556129"
"33828517691","ملت","IR680754320213511074207071","388589"
"80109243304","ملی","IR758786035465623629891880","918312"
"80109243304","ملی","IR717716342297230278835374","129429"
"80109243304","سرمایه","IR327399986390965627188182","377188"
"80109243304","ملی","IR944634045584209278155996","871927"
"80109243304","سرمایه","IR125898773609889371940664","788923"
"92972626015","صادرات","IR504843511655924434558579","268074"
"92972626015","تجارت","IR797851863915831680909451","465692"
"92972626015","تجارت","IR430623604669834066721864","860575"
"95476644300","تجارت","IR201994229570565733082107","136783"
"71116958023","سرمایه","IR287994118743584901186180","684063"
"71116958023","ملی","IR746398069773474967978124","644696"
"71116958023","تجارت","IR257198130415544196498846","542296"
"15005175171","ملت","IR851582349211975730470169","524076"
"22696357693","سرمایه","IR428641083362113096546427","335102"
"22696357693","تجارت","IR375326710375993939752333","851140"
"22696357693","تجارت","IR307221109095751118901816","208829"
"22696357693","سرمایه","IR702707074723544010175571","452665"
"30808915736","سرمایه","IR804295604532673193273769","534799"
"30808915736","ملی","IR114337820894215000797777","185005"
"30808915736","ملی","IR482402996219044266993660","344027"
"30808915736","تجارت","IR442117036700802630858388","117559"
"30808915736","سرمایه","IR715467571363573966757027","604178"
"13558583139","سرمایه","IR280631064747826129006034","739510"
"13558583139","ملی","IR880946746269260022398029","821838"
"13558583139","ملی","IR643802138386541656154595","759296"
"13558583139","ملی","IR999631359939301720891912","534603"
"13558583139","ملت","IR286247732765925820233756","882706"
"64251271120","سرمایه","IR613602515557825282532262","810866"
"64251271120","تجارت","IR817259442235824834410869","923234"
"80807980362","ملت","IR176604059974575087740424","488277"
"80807980362","صادرات","IR310580099181246536547514","804896"
"80807980362","ملت","IR772417627453504767237581","523101"
"43322344537","ملت","IR817859253111343535677528","803965"
"43322344537","ملی","IR517731365201341416668014","748540"
"43322344537","ملی","IR822242215181899992301921","130983"
"43322344537","صادرات","IR244670938594954335064712","326081"
"43322344537","صادرات","IR239599575776876825266612","677974"
"39216433648","سرمایه","IR816250729693263266190231","130455"
"33189056106","سرمایه","IR843398919386872286109247","410829"
"33189056106","تجارت","IR493027170477297509701283","949688"
"33189056106","ملی","IR665303748585170327813805","513600"
"33189056106","سرمایه","IR944171729759731711880713","863353"
"33189056106","سرمایه","IR409844881928367047337877","310137"
"42395858393","ملی","IR892899500448971876441587","237901"
"42395858393","سرمایه","IR389243638753405419328580","229672"
"42395858393","ملی","IR806656218075068620343664","584295"
"48881021934","تجارت","IR213902301088810990265486","239363"
"48881021934","صادرات","IR838824473013358575548596","994556"
"15469472242","صادرات","IR131641067925244699363971","492855"
"50456793321","ملت","IR477584702530375126317566","151296"
"33597882241","ملت","IR132795453620187536149113","933129"
"33597882241","سرمایه","IR248991170934425188647466","487144"
"17480806035","سرمایه","IR251969361237158480538272","820941"
"17480806035","سرمایه","IR267637799251954413124102","922622"
"17480806035","ملی","IR592075658062902924358528","794303"
"17480806035","ملت","IR392892283770310573805512","162900"
"17480806035","صادرات","IR377961722201741028721344","801167"
"68570670752","صادرات","IR375499381464472639916689","227502"
"68570670752","تجارت","IR387621328293274665794237","700096"
