"from","to","ownership_id","date","amount" 
"23653882255","5567204035","577269","1972-09-02","242592000"
"23653882255","70ق348","379775","1988-01-02","49784000"
"23653882255","51س431","831617","1994-04-07","37034000"
"45343487071","5126591068","954093","1993-12-10","118466000"
"45343487071","3026338834","943348","1975-11-05","555559000"
"45343487071","1071250796","994474","1993-11-11","774427000"
"45343487071","11ق319","864432","1980-04-26","83896000"
"89133398668","9445005607","226828","2019-11-21","584634000"
"89133398668","4173027452","973409","2014-01-03","240067000"
"89133398668","55ر509","882658","1997-05-25","262905000"
"99637661219","3569711276","403524","1987-09-17","596369000"
"99637661219","3441229350","962305","2018-08-21","123890000"
"54723116041","2016620032","944157","2014-01-29","652803000"
"54723116041","78ق448","802180","2020-10-17","56427000"
"54723116041","38ط959","158783","2006-02-03","142031000"
"79001529453","2412122317","539694","1986-12-02","424471000"
"79001529453","8186477148","789866","1983-10-22","204925000"
"79001529453","2917430593","259241","2013-12-31","748702000"
"86651486138","6720133667","755604","2020-01-24","477300000"
"86651486138","1952216854","950918","2000-02-11","293546000"
"86651486138","61ر593","637175","1972-02-05","265629000"
"61175894691","8511409728","505265","2019-09-17","232967000"
"61175894691","1086278691","919880","1995-12-08","694462000"
"61175894691","7422036062","973561","2011-07-06","358797000"
"91806688611","1325653504","171840","2019-02-03","588359000"
"91806688611","9704819877","899858","1993-05-14","387575000"
"91806688611","49ب502","721252","1973-03-03","317346000"
"98934707012","4530620179","555388","1982-12-27","340805000"
"98934707012","22س012","304486","2008-07-16","335837000"
"98934707012","74ط055","236464","2020-05-22","349113000"
"98934707012","11ب383","947686","2012-12-28","276605000"
"28246646970","8277182898","760605","2002-09-12","544792000"
"28246646970","4407298405","941739","1994-02-07","395442000"
"28246646970","5431871852","733046","1998-09-17","324859000"
"28246646970","20ب815","780795","1973-05-21","315410000"
"28246646970","36س065","106538","2005-04-04","64976000"
"87573039444","9845846895","210919","1978-09-10","574589000"
"87573039444","9513032390","733702","1982-04-07","171236000"
"37338227028","3831219209","859508","1975-08-10","739244000"
"37338227028","18و706","194915","2004-10-18","283589000"
"37338227028","18ط020","203669","1970-03-17","356286000"
"70950086927","5136809507","382179","1979-04-29","344038000"
"70950086927","4466494019","252912","1990-02-05","332239000"
"70950086927","51ر730","368637","2021-01-02","68293000"
"70950086927","94ب618","631623","1982-10-03","246214000"
"70950086927","63ر674","955247","1998-04-18","146416000"
"69126653935","95ر262","344188","2001-12-17","202413000"
"69126653935","57ر424","142812","1980-04-05","218200000"
"69126653935","70ج073","174524","1992-09-28","114555000"
"87562999087","45ط849","803026","2014-09-29","228363000"
"87562999087","88ق463","535656","2005-07-18","281396000"
"87562999087","55ی292","323902","2011-11-20","183757000"
"71170148546","32س884","720789","2002-09-13","91121000"
"71170148546","76ج478","788061","1972-03-30","329317000"
"71170148546","20س842","934281","2011-04-01","393344000"
"89126379781","76ی203","510509","1993-02-05","37642000"
"89126379781","44ب128","200492","1978-03-04","30701000"
"90344513860","2120279400","309476","1971-08-06","662745000"
"90344513860","7258650536","702284","2009-11-16","686671000"
"84186247595","24ج475","830101","1979-03-11","253593000"
"66515835430","62ر192","331797","1992-09-17","315577000"
"66515835430","19س010","822106","1978-06-08","365773000"
"66515835430","73س310","543724","1982-01-13","205289000"
"68619579360","9147420932","194493","1987-06-11","240250000"
"68619579360","6686361986","995534","1983-10-30","163021000"
"68619579360","1514682846","296885","1985-01-07","708863000"
"68619579360","82ط150","522002","1998-10-20","86306000"
"70857106515","88س761","563959","2011-12-11","251753000"
"70857106515","62ج671","360979","1983-10-10","167526000"
"41455906217","5960732513","627995","2019-10-12","429095000"
"41455906217","10ر308","643690","1979-04-08","371324000"
"41455906217","61ر276","261389","1989-05-18","376879000"
"41455906217","99ی883","222948","2011-10-16","254545000"
"86911125656","2781576291","549046","1996-09-17","178651000"
"86911125656","9097644472","562425","1994-03-31","514350000"
"86911125656","1364358381","410790","1992-10-03","689455000"
"86911125656","13ط446","493781","2016-02-14","67595000"
"86911125656","82ط361","701035","1978-01-11","80946000"
"95436240196","74ی016","197665","1983-11-11","75481000"
"70444483975","34و211","198660","1970-05-11","236985000"
"70444483975","83ط332","641236","2009-06-27","377192000"
"21592511866","15ب522","688068","1982-03-04","196134000"
"44253931990","8134493631","962204","1975-04-25","228562000"
"44253931990","5394027962","180743","2007-12-24","305203000"
"44253931990","89و837","142230","2013-09-16","370823000"
"44253931990","94ق749","616956","2009-05-16","359126000"
"44253931990","87ب631","694858","1977-04-11","223315000"
"35559127820","2332548251","447227","1983-07-15","298999000"
"35559127820","8991208784","458134","1978-07-06","732963000"
"35559127820","67ی413","288013","1990-11-10","348503000"
"35559127820","56ق092","601731","1998-08-30","389923000"
"35559127820","88ب661","194930","2002-04-08","247908000"
"71421120181","6747856037","875909","2002-06-30","459444000"
"71421120181","58ق133","312261","2016-06-10","260203000"
"71421120181","75ی250","415945","2007-06-17","62714000"
"51185670730","5570158343","119901","1993-02-02","602019000"
"51185670730","7389012020","657180","1996-10-10","390404000"
"51185670730","6168437346","169416","2008-04-06","481150000"
"51185670730","76ق376","602695","1992-10-28","375916000"
"93406635968","9638740050","172945","1979-11-30","706474000"
"93406635968","84ق573","841475","2011-08-31","238711000"
"93406635968","63س731","385547","2015-01-10","29060000"
"58337134549","5010657120","154274","2014-04-18","577739000"
"88481101654","1591248553","703830","2009-06-17","330757000"
"88481101654","87ی866","217373","1987-08-30","200514000"
"88481101654","25ق252","396022","1988-04-03","339077000"
"88481101654","47س014","951635","1985-09-04","77966000"
"20299053328","8582845109","827704","1990-05-16","264388000"
"96992930651","9737463555","657619","2004-02-16","779427000"
"96992930651","1055111290","196119","1975-10-10","203480000"
"96992930651","68س569","483914","1995-06-04","110619000"
"96992930651","76ر800","594600","1981-07-23","22880000"
"63944597175","17و274","669010","2018-06-13","293863000"
"50907331775","2171679654","608246","1995-05-16","337959000"
"50907331775","55ی132","219834","1980-10-03","382291000"
"50907331775","80ر610","518496","1974-06-05","263520000"
"50907331775","94ج197","352892","2006-07-02","322590000"
"67154430891","9794804988","813534","2012-08-27","265157000"
"17801268117","7460841441","461611","2019-10-14","362193000"
"17801268117","9461633583","338223","1983-08-22","509735000"
"17801268117","8503902513","895822","2004-12-28","630858000"
"17801268117","56ق533","697991","2010-04-27","342763000"
"17801268117","55ط477","439593","1990-10-02","56739000"
"17801268117","43ق338","974202","2001-04-10","180987000"
"53379124389","2262105550","248808","2000-04-09","162683000"
"53379124389","9448167965","522638","2011-12-10","667329000"
"26230400181","6808842322","225746","1986-09-07","198082000"
"26230400181","3523975019","582748","1970-03-05","273543000"
"26230400181","4967605890","264589","1998-02-11","779494000"
"26230400181","41و580","983056","2020-06-18","389993000"
"26230400181","51س783","504413","2004-12-22","130406000"
"26230400181","55ق086","893815","2018-03-25","302872000"
"51818823501","2076142802","857843","2005-02-03","158035000"
"51818823501","2130506055","201191","1987-05-31","407201000"
"51818823501","56ق603","835002","1993-03-11","64226000"
"97910641578","9262505063","973677","2012-02-17","488372000"
"97910641578","7030156437","600691","1997-02-04","145153000"
"97910641578","52و835","476052","1972-03-19","25677000"
"39932734967","41ج960","816800","1985-05-04","322557000"
"39932734967","90ب588","673448","2013-11-09","145916000"
"21205370041","7698863682","742969","1973-01-02","601145000"
"21205370041","5478305861","648173","1984-10-15","610152000"
"21205370041","84ب549","518963","2004-05-12","376620000"
"21205370041","82ط838","489049","1971-03-16","162020000"
"34138486575","9362328819","226716","2000-09-30","473782000"
"34138486575","91ر423","134274","1991-03-02","88117000"
"95724206467","4147581543","594094","2011-04-07","313889000"
"95724206467","9550747958","133796","2010-07-01","110360000"
"95724206467","58ر560","680967","1994-04-14","263122000"
"95724206467","62ب492","970289","2021-01-10","53102000"
"41263330698","68ی212","601994","2011-04-25","384473000"
"41263330698","63و036","930217","1973-03-16","72199000"
"89321861100","5415606246","800669","2001-12-15","216204000"
"99454203546","3576505628","101489","1999-08-01","550939000"
"99454203546","1317788466","128405","2018-01-19","453671000"
"78070093541","8400568284","839497","1975-10-12","564519000"
"78070093541","30س890","997919","1991-11-21","298862000"
"78070093541","97ی280","906587","2015-02-14","125198000"
"78070093541","63ط144","620997","2010-07-25","276488000"
"72992905985","6663192270","214802","2009-02-13","370132000"
"72992905985","50ی297","718626","1972-09-09","173421000"
"72992905985","37ق905","142241","2001-01-11","356260000"
"32086150610","71ر779","938295","1997-02-05","303057000"
"32086150610","24ر948","891336","1980-09-23","36527000"
"32086150610","44ر946","560458","1984-05-29","36194000"
"38530539680","5599927077","884006","1992-07-31","482281000"
"38530539680","5255134068","786093","1988-05-14","718626000"
"38530539680","2419576752","751618","2013-08-30","330087000"
"80263198654","4564578536","610530","2016-01-21","413394000"
"80263198654","6248847934","474354","2009-04-02","424757000"
"80263198654","8726516665","515496","1996-02-24","731623000"
"80263198654","43ط036","903508","2005-11-04","30697000"
"80263198654","46ب018","125422","2008-10-03","80585000"
"87503941781","64ر694","324040","1994-12-15","317688000"
"87503941781","98س360","210423","1981-05-27","222620000"
"87503941781","72ط793","919144","2011-03-09","233894000"
"21628803780","4284718014","120836","2020-02-18","235608000"
"21628803780","70ج883","976011","1970-09-19","354534000"
"21628803780","12ج132","561206","1988-03-21","246981000"
"20201089670","55ب258","336797","2021-01-13","309873000"
"43939734404","71ط651","541717","1996-03-16","119807000"
"43939734404","55ب972","101322","1998-09-26","266073000"
"10634971878","68ر119","710502","1998-08-01","229484000"
"10634971878","66ر608","595271","2007-02-08","128857000"
"26443521186","3655985619","793943","1994-07-19","568774000"
"26443521186","9076686016","313078","1999-05-03","546317000"
"61319280830","2675287588","158036","2005-11-30","334256000"
"61319280830","6613112591","693348","2019-04-07","302360000"
"86088287189","8674600086","439856","1985-06-12","615371000"
"86088287189","19س872","215115","2011-08-04","357620000"
"34199813227","89ق674","757687","2003-02-12","84549000"
"34199813227","27ق942","860908","2000-11-10","88641000"
"34199813227","10ط163","294308","2013-08-16","47663000"
"31562463826","41ق351","646263","1984-06-15","244054000"
"31562463826","28و217","634007","1998-05-25","28815000"
"31562463826","66ر016","149614","1999-02-15","305017000"
"16795882215","3239863961","224646","1990-06-01","532024000"
"16795882215","5157197363","122757","1973-07-22","264847000"
"16795882215","8828521644","265578","2019-12-12","459985000"
"68344674090","2956149907","667005","2018-03-10","521858000"
"68344674090","2865292643","354769","2010-06-07","574179000"
"68344674090","6655324974","439800","1978-09-18","153916000"
"68344674090","66ر625","968307","2007-07-18","147199000"
"68344674090","83ج243","945986","1984-10-27","245111000"
"68344674090","20س466","786074","1987-10-07","108233000"
"75296853104","8826317106","847788","2018-02-09","737357000"
"75296853104","16ر871","906637","1985-08-25","312382000"
"75296853104","63ر696","554826","2014-03-11","62605000"
"38114066515","7707142299","612621","2005-04-13","167406000"
"38114066515","3297377045","763494","2000-03-27","300542000"
"47195864859","21ط334","538106","1986-02-03","81569000"
"47195864859","25و572","916030","1991-12-03","198149000"
"47195864859","50س089","523748","1992-08-09","49485000"
"35620481051","1188493463","992503","2020-08-01","221283000"
"35620481051","2801379669","171016","1978-07-18","740810000"
"35620481051","6228843360","859352","2017-07-06","477530000"
"85234314463","3371488673","709494","1982-03-27","180083000"
"85234314463","5688014285","677323","1981-12-13","539949000"
"85234314463","9417150209","314407","2000-08-08","279054000"
"85234314463","91ب071","492086","1981-04-03","187359000"
"23306214432","8691536074","251018","1989-01-30","785230000"
"23306214432","6465174421","246057","1986-09-05","173509000"
"23306214432","4316749777","381562","2008-11-12","132812000"
"23306214432","75ب067","677602","2009-05-16","169217000"
"23306214432","32ط310","998489","2004-10-18","291501000"
"23306214432","19ب609","185325","1983-05-12","346944000"
"11798375046","8793533110","388703","1992-01-30","647777000"
"11798375046","2084468413","418457","1990-11-20","334205000"
"11798375046","5193801718","299803","2001-02-01","460715000"
"11798375046","10ر722","487543","2002-03-24","111493000"
"60840493730","3446241699","896758","1973-10-09","672814000"
"60840493730","8347879818","949630","1977-10-29","348580000"
"60840493730","9533675883","108241","1978-05-13","110102000"
"60840493730","30ر468","960550","1979-03-06","141564000"
"78451589363","2182123351","388375","1995-10-06","584121000"
"78451589363","8598564208","364821","2011-11-02","121015000"
"78451589363","39ق059","368964","1971-01-16","92751000"
"78451589363","44و149","343866","1976-06-03","58324000"
"78451589363","67ج371","543209","1982-12-20","122691000"
"26644142337","4468743031","729358","2011-03-11","319301000"
"26644142337","7075375816","579031","2011-07-30","294271000"
"26644142337","5780233250","585947","1981-05-04","251920000"
"26644142337","31ر900","140615","2010-11-24","221151000"
"26644142337","68ط576","307243","2002-04-23","158199000"
"32600434149","7928909899","231748","1980-06-27","329537000"
"32600434149","15ط381","452515","1980-05-19","176283000"
"35481375580","4671979692","167246","1979-09-18","145218000"
"35481375580","9542891510","151596","1991-08-20","486521000"
"35481375580","4116925999","300648","1986-06-29","473386000"
"35481375580","30ج619","800243","2012-08-21","24294000"
"35481375580","10س025","611006","2003-06-20","372766000"
"35481375580","40ی243","552933","1998-03-04","161846000"
"57460629180","9864935752","305927","1992-04-09","701910000"
"89769983988","8375176759","398701","2002-11-24","340588000"
"89769983988","8619871550","658173","1981-10-03","462667000"
"89769983988","15و438","283489","2003-09-18","50932000"
"66318623149","5170999271","406362","1996-07-23","300744000"
"66318623149","1442898075","429130","1983-05-01","644908000"
"66318623149","31س594","448720","1982-02-15","294559000"
"66318623149","72ج120","692793","1989-09-06","142903000"
"66318623149","93ب996","171600","1995-03-07","276371000"
"24683471980","6159391305","445976","2008-12-11","361563000"
"24683471980","7448084557","224680","1997-05-22","549241000"
"83242780219","7920635028","824209","2000-03-05","238821000"
"83242780219","89ر199","519034","1975-11-06","165998000"
"83242780219","98و461","136707","1978-02-20","355894000"
"90998519980","99ی935","136652","1977-02-23","68546000"
"13116338481","54س481","382748","2008-11-25","196456000"
"88382410704","33ر598","450692","1984-12-18","312612000"
"45050368177","18ط858","625955","2008-06-02","152198000"
"21998401513","9288676877","669666","1978-12-23","429341000"
"21998401513","3017829397","276260","1973-10-06","320694000"
"21998401513","42س374","922252","2002-12-19","32861000"
"21998401513","28ق405","264899","2000-10-12","262423000"
"14986384062","76ر234","818784","2019-08-10","253256000"
"14986384062","36ق752","500315","1993-12-15","309710000"
"14986384062","59ی371","545372","1981-04-17","22825000"
"54439193127","7534721962","272535","1998-04-28","564138000"
"54439193127","2552232892","554532","1975-11-24","528094000"
"54439193127","6731814532","944158","2016-03-14","667001000"
"54439193127","40ی252","279082","1971-06-27","269445000"
"77625032019","4278955313","274103","1977-10-04","150201000"
"77625032019","7945033646","105701","1978-10-02","777782000"
"77625032019","30ی809","118804","1981-12-07","355848000"
"35874371864","47ج571","976571","1992-05-26","270975000"
"35874371864","40ر570","929453","1986-01-26","46788000"
"46025983916","27ی401","949089","1984-02-17","142330000"
"61598334971","3716401558","466399","1973-03-21","687936000"
"61598334971","6148360336","268102","1986-07-31","590643000"
"61598334971","1604588623","767681","2013-04-22","237561000"
"57801559288","3083642361","473034","1996-03-18","732818000"
"57801559288","1272540950","646901","1997-03-30","735151000"
"57801559288","5194016535","337199","1980-10-13","623241000"
"57801559288","85س160","810031","1992-01-18","51737000"
"35285161481","5196156764","452875","2010-10-01","503633000"
"35285161481","7421052293","708025","2019-05-28","343065000"
"35285161481","7878188523","756638","2007-09-23","659931000"
"35285161481","14و305","784074","2016-04-15","129516000"
"19466570482","57و659","795890","1975-09-07","242251000"
"19466570482","92ر260","952100","2012-10-30","170260000"
"20189033160","1484809194","338605","1971-07-11","725114000"
"20189033160","45ق202","782341","1996-11-08","129574000"
"20189033160","29س861","338967","2016-12-02","314935000"
"78772620548","8752695024","972290","2017-02-24","455047000"
"78772620548","8961443978","872831","1977-10-02","343685000"
"78772620548","6888671779","381856","1995-02-05","381229000"
"78772620548","36ی670","994653","1988-10-11","381364000"
"78772620548","79ر498","442217","1971-01-02","380592000"
"86138641331","4417514133","191412","1977-05-02","381274000"
"86138641331","5254155481","478516","1999-09-22","790343000"
"83165890460","1326417885","525754","1995-12-20","374876000"
"83165890460","83ر917","418694","2012-03-23","201608000"
"83165890460","67س754","862598","1986-06-16","255331000"
"83165890460","88و455","934606","2012-03-29","386686000"
"41407712336","70ط144","694613","1981-06-04","114832000"
"41407712336","61ق709","937259","1995-01-30","69452000"
"63074638565","2096520541","361741","2013-06-21","712858000"
"63074638565","6474628094","616991","2014-02-16","289366000"
"63074638565","74ط421","284538","1971-09-29","183256000"
"63074638565","85ق161","965013","2013-05-24","264729000"
"63074638565","52س955","120773","1995-08-22","118287000"
"41632290451","6393869556","944445","1976-01-09","301824000"
"41632290451","59ب799","150480","1992-02-12","172629000"
"41632290451","74ب144","872493","1988-12-30","367002000"
"73738245262","8039152320","822680","2010-05-20","336985000"
"73738245262","6063954105","650299","1994-01-24","736954000"
"73738245262","3743454136","331695","1993-09-11","477238000"
"73738245262","94و763","761068","2001-12-14","134091000"
"73738245262","10و794","182116","1982-04-14","45797000"
"88788079685","2177501674","655209","2001-12-23","520122000"
"88788079685","59ب752","968816","1984-09-20","46904000"
"88788079685","80و430","715013","1977-04-29","53810000"
"88788079685","71ق214","376807","2004-10-30","199843000"
"65123069293","3132383482","614530","2007-12-30","168423000"
"16178598355","73ب266","249256","2016-12-24","84038000"
"34632343081","55و241","580595","1971-04-10","320220000"
"34632343081","90س743","267411","2006-04-12","215856000"
"34632343081","92ر572","324468","1974-07-02","331041000"
"32935166888","2070954246","828084","2005-03-07","445364000"
"32935166888","6766668157","267270","2007-06-19","603133000"
"32935166888","19ط577","623699","2009-06-28","39517000"
"32935166888","59س965","847256","2003-06-30","55844000"
"12347984429","8526117353","442633","2011-06-26","147663000"
"12347984429","19ط992","787801","1975-01-06","354365000"
"51731635131","2244362434","470404","2018-09-01","117571000"
"51731635131","8413442454","196015","1996-05-30","151982000"
"51731635131","31س799","479527","2011-05-01","183181000"
"51731635131","38و069","789518","2008-08-01","353308000"
"94540605446","6521712300","711458","2008-07-03","379161000"
"94540605446","31ق769","901275","2002-05-25","72906000"
"90598032206","60ب606","587250","2009-11-22","225009000"
"67005536497","1822709650","435159","2006-05-20","419329000"
"67005536497","7259329478","104518","2016-10-04","411752000"
"67005536497","3459322229","958151","1998-01-01","636351000"
"67005536497","40ج593","978958","2019-01-09","218276000"
"67005536497","50ط767","611174","1980-12-20","39026000"
"67005536497","49و734","680039","1986-03-14","96689000"
"98387646258","5934467349","290497","1979-07-13","630030000"
"98387646258","95ط596","526584","2004-10-31","315761000"
"98387646258","26ب584","742179","1982-09-15","293645000"
"98387646258","24ی287","719862","2000-04-30","361547000"
"41547171289","1142914158","546052","1999-06-13","562546000"
"76403249276","3564017066","553510","1989-08-15","711172000"
"76403249276","1444512060","703513","1998-06-15","323120000"
"76403249276","10س337","140215","2003-09-04","350292000"
"42709016492","2554014737","948928","1979-03-18","622294000"
"42709016492","3283499217","250205","1995-04-27","223864000"
"42709016492","2066982545","597446","1979-10-31","544004000"
"42709016492","83ط095","285352","1975-12-26","106028000"
"42709016492","32ر405","386668","1986-09-09","196954000"
"74016882474","3513301218","592893","2001-07-16","283025000"
"74016882474","29ط650","741592","1987-07-11","42561000"
"74016882474","30س872","908482","1999-02-17","389886000"
"74016882474","70ی904","599847","2008-04-03","289162000"
"35678675418","65ق511","545775","2010-05-30","54135000"
"35678675418","59ب526","715036","2016-10-13","52879000"
"35678675418","77ی567","453102","1971-01-19","52845000"
"88718761400","1199895244","609918","1997-08-02","339111000"
"88718761400","2191536748","311465","1985-11-21","498854000"
"88718761400","93س159","991132","1990-06-02","392327000"
"88718761400","63ق079","127134","2011-09-24","46907000"
"88718761400","65و193","405974","2006-03-05","370364000"
"60194682456","4670021913","825660","2011-04-02","346080000"
"60194682456","8139712720","717958","1994-07-05","198548000"
"60194682456","6862005065","753119","2017-04-04","585566000"
"60194682456","12و811","541116","1970-09-11","212702000"
"72743337180","36ی006","434325","1974-06-20","356213000"
"53029875241","5845545105","521545","2018-03-06","376338000"
"53029875241","54ق024","552168","2009-05-01","308279000"
"64493070405","9949631247","482160","1989-12-08","733784000"
"40908714377","2682719566","866437","1973-02-21","279663000"
"40908714377","40ر517","948519","1977-03-12","134527000"
"19910569338","6360867890","499675","2020-01-09","649307000"
"19910569338","7202928016","379468","1980-07-06","389587000"
"19910569338","34ی536","348734","1975-06-04","202129000"
"19910569338","61و273","371200","2011-11-24","66851000"
"19910569338","75و421","185287","2017-01-21","363136000"
"44858417616","9429806398","693108","2002-08-01","799962000"
"44858417616","4173496011","855843","1973-03-07","463198000"
"44858417616","48س092","939973","2012-02-12","126476000"
"47712990193","9180084497","504352","1977-07-25","316248000"
"47712990193","8506086789","945339","2005-12-04","590213000"
"37439504208","2292712646","840840","1976-12-06","780514000"
"37439504208","92ق427","155945","1997-10-02","47050000"
"37439504208","86س749","602269","2012-10-10","328257000"
"37439504208","80ی583","272113","2008-01-11","191656000"
"36065762293","7009992768","258524","1991-06-29","140875000"
"52607481299","4468469720","174737","1980-07-28","669269000"
"52607481299","8858320093","803558","2001-03-23","341715000"
"52607481299","5506824670","164569","2012-03-11","496294000"
"52607481299","56ج831","610568","1984-11-20","326860000"
"52607481299","60و848","181464","1995-11-21","34842000"
"60263391070","9902246763","827963","1993-03-04","192119000"
"60263391070","68ط458","517834","1973-04-17","99298000"
"60263391070","67و516","750012","1987-08-08","78136000"
"60263391070","77س475","321269","2011-01-08","350874000"
"71831904875","9213654069","231906","2006-04-02","436798000"
"71831904875","53ق066","490146","2007-08-15","73880000"
"71831904875","54ب237","848363","2013-09-29","332230000"
"71831904875","74ب059","860504","1990-05-04","374253000"
"18279055978","4821125291","913899","1981-12-04","116220000"
"18279055978","3126190867","600737","2006-06-01","164343000"
"18279055978","3608594567","584919","1991-10-29","305146000"
"18279055978","50ق532","209406","1978-03-08","230909000"
"61804630238","4780844529","402109","2019-03-20","147677000"
"61804630238","8350293033","184091","2001-04-07","797943000"
"61804630238","3210836561","540275","1990-06-12","538662000"
"61804630238","40ی343","812751","1974-11-29","144118000"
"38020693408","3081996287","287499","2000-11-09","614461000"
"71078126961","7020275257","437132","2012-06-13","592775000"
"71078126961","5287018955","321415","2000-07-19","359742000"
"71078126961","1063653887","428923","1978-06-02","648848000"
"71078126961","75س309","224457","1998-04-25","256850000"
"19216552144","8887122670","758025","2016-07-27","165808000"
"19216552144","3107132529","943572","1989-01-01","417096000"
"19216552144","7048319764","245748","2017-06-02","555763000"
"19216552144","76س642","282934","2017-09-09","350054000"
"69851609481","9907362553","400327","1989-01-20","616965000"
"69851609481","2560779884","963300","1999-11-14","175576000"
"69851609481","81ی029","114562","2013-09-13","152739000"
"69851609481","16ج358","113824","2008-03-04","100410000"
"69851609481","64و965","926488","1991-12-03","318240000"
"52685327495","5470258383","880030","1976-01-01","418640000"
"52685327495","6337537099","469346","1976-03-13","593026000"
"52685327495","97ط396","395106","1972-11-27","131741000"
"23756705418","2157828472","566699","1992-02-20","311157000"
"23756705418","11ب334","761104","1971-06-07","28029000"
"65421668530","9628630904","514701","2009-10-28","111993000"
"65421668530","16ب546","805423","1995-01-26","356351000"
"48533845957","9191859964","668071","1982-03-22","252628000"
"48533845957","5123804314","354556","2011-03-14","743342000"
"48533845957","1105616781","763880","1983-11-06","298140000"
"48533845957","96و498","976883","1991-02-01","94723000"
"48533845957","44ر152","873394","2005-01-31","246498000"
"48533845957","24ب400","920860","1996-09-15","33341000"
"88899630241","41س475","222757","2015-05-07","179555000"
"88899630241","60ق620","820035","1992-08-13","140792000"
"88899630241","39ر869","154068","1977-06-13","106790000"
"22866420188","75س513","996350","2003-05-26","193680000"
"22866420188","75ج119","167931","1996-11-03","366093000"
"36062845363","4255411968","327934","1974-01-20","684991000"
"36062845363","5556625851","470109","2019-08-01","671338000"
"36062845363","1256749357","415988","2011-03-21","714649000"
"36062845363","61ر710","775112","1970-10-12","227221000"
"37751467156","2103591898","176145","1987-02-24","340047000"
"37751467156","2699533109","493910","1970-12-25","255164000"
"99446791987","8847777308","391786","1971-02-15","107674000"
"99446791987","49ق035","335917","2015-10-10","356166000"
"99446791987","68ی080","376250","1988-07-23","232500000"
"99446791987","78ط320","671479","2016-11-07","297695000"
"87116864184","7160322468","439022","2001-05-03","380156000"
"87116864184","2276061796","173326","2018-05-11","667244000"
"87116864184","3817844714","908233","2006-12-06","520485000"
"87116864184","31ط337","946836","1982-04-02","131218000"
"87116864184","30ب628","431545","2019-10-18","306137000"
"66599819378","1923378178","714493","1985-12-10","677118000"
"66599819378","89ق960","292269","2003-04-23","241618000"
"66599819378","38ی789","494289","1984-08-03","293188000"
"62349050593","63ج366","628706","2000-06-03","363331000"
"62349050593","18ب787","520119","2017-10-24","243073000"
"40186290109","9092253105","739502","1993-01-23","467152000"
"40186290109","9311869500","323834","2010-06-18","317379000"
"40186290109","7524262254","707222","1988-04-14","534321000"
"12558317334","32ر226","692610","1970-10-30","110193000"
"12558317334","47س555","157996","1990-01-08","229500000"
"12558317334","51س416","724873","1984-10-30","170905000"
"98345989923","96و519","821378","2006-10-04","272907000"
"98345989923","78ب951","725395","1992-12-20","54111000"
"80560491471","8519025633","448888","2019-01-10","412649000"
"80560491471","9952578244","636973","1990-06-03","223523000"
"80560491471","8085578026","272914","1999-06-26","100595000"
"80560491471","86و265","298430","1987-06-03","346552000"
"80560491471","87و489","933934","1981-01-07","98898000"
"80560491471","73ج904","380053","1995-06-02","372360000"
"42369690388","5391808588","698343","2001-07-26","478057000"
"42369690388","8189746991","912111","1997-07-16","119504000"
"42369690388","5534380095","682968","2019-06-05","378866000"
"42369690388","11و894","330030","1983-05-22","311480000"
"42369690388","33ر207","980085","2019-01-23","289019000"
"42369690388","38ب807","653917","1979-02-15","38935000"
"30959275546","1689554610","629659","2010-04-14","381766000"
"30959275546","50و707","771435","2003-01-26","25710000"
"30959275546","83ق018","643604","1993-11-13","230545000"
"85562349511","9507505082","877125","1987-02-20","423215000"
"85562349511","7981045514","383792","1989-08-11","568483000"
"85562349511","86س205","717097","1993-04-23","216169000"
"29232126497","8319069777","982589","1998-05-20","215269000"
"29232126497","15ج161","376866","2010-11-24","126741000"
"29232126497","76ی213","120534","1987-11-11","175797000"
"67905119898","52ب293","393800","2016-08-21","86218000"
"82098690415","7874651853","297699","1984-04-30","362999000"
"81602357988","7533202530","902893","1986-04-02","459971000"
"81602357988","1724303342","686473","2014-09-23","720561000"
"81602357988","59ج047","547049","2019-08-24","33795000"
"81602357988","36س850","430394","1989-07-06","266998000"
"81602357988","81ب002","759963","1989-03-14","82088000"
"54387293421","9153751351","223582","1984-03-26","442638000"
"54387293421","2586744536","574095","1974-08-22","616280000"
"54387293421","54ب633","341955","2005-12-06","204307000"
"54387293421","74س582","521414","1999-10-07","241407000"
"61241947553","2627237110","314978","2012-03-23","477833000"
"61241947553","30ط568","309633","1979-01-24","43107000"
"26785199877","5158612935","112275","1987-10-22","745755000"
"26785199877","21ط267","744925","1986-11-08","309960000"
"26785199877","65ق838","635681","1980-07-12","379010000"
"39834303451","5233817391","907972","2002-06-01","192653000"
"39834303451","4029513733","521194","1974-02-21","333143000"
"39834303451","8613280815","673400","1975-10-24","745465000"
"76228953346","41ط035","850117","2014-07-26","45368000"
"76228953346","36و172","840807","2013-02-07","54264000"
"59017912618","9623683665","660061","2001-05-25","225132000"
"59017912618","8839419747","538361","2014-12-25","707785000"
"59017912618","1233873822","251268","1986-02-18","513824000"
"59017912618","15ی395","661166","2012-05-02","84375000"
"15126944895","7355457041","509605","2015-10-17","250551000"
"15126944895","50و894","112593","1980-03-26","26632000"
"15126944895","17س513","730556","1991-07-11","264318000"
"36156692176","1688843756","826889","1977-02-15","748910000"
"36156692176","65ب182","230845","1971-03-26","249015000"
"36156692176","13ر452","446225","2014-11-08","29042000"
