"from","to","call_id","date","duration"
"09717698113","09119868924","826263","2019-01-12T16:56:20","02:41"
"09525530482","09179333685","878321","1993-02-15T20:50:46","09:54"
"09940854489","09237692748","148156","1983-01-18T07:17:44","08:35"
"09160978470","09164325882","891493","1993-10-31T12:42:27","15:29"
"09934343700","09782239386","525131","2018-12-16T20:18:16","06:37"
"09978528903","09337727469","357096","1976-03-07T07:08:31","23:00"
"09898527898","09956753582","374400","2017-05-11T06:21:57","18:41"
"09545173262","09373459447","854922","1994-08-23T22:43:26","20:10"
"09181931559","09806312216","269761","1975-10-31T14:09:25","21:37"
"09462281987","09711565852","811691","2000-07-03T09:29:27","20:18"
"09940402540","09684120504","307166","1999-08-20T19:11:02","20:28"
"09268618116","09324891166","345588","1990-03-30T14:07:51","03:06"
"09462140572","09579091406","561490","1996-11-26T09:12:20","03:18"
"09397039909","09288668607","761588","1975-10-15T16:44:07","08:10"
"09520261038","09640996775","922076","2012-02-26T09:40:11","10:05"
"09823630567","09337321103","125618","2014-09-01T11:00:09","08:54"
"09605266482","09471455895","126241","2016-07-31T05:41:45","20:25"
"09575193629","09428337612","954818","1984-07-13T11:23:19","15:47"
"09869746990","09199604309","346022","1981-08-16T20:44:21","21:43"
"09331865527","09795184141","277948","2006-05-05T01:09:08","18:54"
"09980491450","09130884472","968783","2005-11-14T07:30:23","07:10"
"09553056947","09132405945","854900","2004-03-03T09:49:50","22:05"
"09428793249","09990990539","886725","1996-04-03T09:26:00","00:55"
"09570142514","09487862587","903856","2016-02-17T12:24:16","07:55"
"09973605077","09613172012","327495","2003-09-16T20:20:09","05:19"
"09902501882","09678987158","514069","1987-11-12T13:18:09","02:51"
"09144944491","09137393275","774982","1989-03-31T07:20:49","22:16"
"09722688122","09154306586","797945","1970-01-21T10:14:36","13:56"
"09797423745","09222086060","675074","1994-10-29T11:07:19","10:56"
"09700280345","09752177608","396543","1999-12-10T12:42:36","10:58"
"09542315357","09895260834","177067","2017-05-08T17:23:15","00:19"
"09340154769","09949204515","563172","1971-12-12T23:48:32","01:17"
"09485220992","09940763843","910047","2004-11-21T16:48:06","14:46"
"09649323128","09370802122","371227","1993-08-10T21:33:45","03:34"
"09534119320","09385540701","690009","2017-01-11T19:40:05","02:55"
"09515217967","09281361040","600331","1970-04-19T08:10:20","04:01"
"09100126668","09134699437","468610","1970-06-03T16:11:21","12:42"
"09215699688","09192307828","182624","2012-02-11T12:50:51","02:42"
"09568006842","09743233481","593827","2006-08-12T01:49:06","14:21"
"09255942432","09629815556","181250","2013-09-01T06:53:13","01:43"
"09218884994","09248659817","570334","2005-06-19T12:16:46","13:05"
"09424423744","09363905052","496873","1993-04-21T20:36:54","09:46"
"09592841934","09340225237","423505","2013-05-16T09:28:43","20:05"
"09207556053","09536856554","902939","2011-02-24T04:11:18","05:26"
"09554914875","09239605935","842575","1976-12-05T05:49:51","22:09"
"09964857810","09218210246","960057","1973-11-20T15:14:28","22:18"
"09652062265","09836801020","279744","1992-06-12T06:23:15","07:36"
"09571872350","09843693622","392551","1980-10-20T07:40:30","20:07"
"09854947279","09882283389","642214","1989-03-12T16:43:20","06:34"
"09174298964","09724975085","686645","1979-10-20T09:03:24","04:04"
"09652473617","09683707998","838895","1998-09-29T14:50:22","23:08"
"09107891315","09343044259","272572","2004-09-08T23:30:13","16:56"
"09260797052","09425175642","281295","2018-01-01T19:26:19","14:31"
"09937540806","09484636985","435477","1975-05-31T18:22:39","02:47"
"09881160830","09728395071","352397","1985-05-19T01:33:52","01:53"
"09484956767","09725159550","708368","1997-09-09T12:16:50","14:19"
"09281180373","09859844303","620751","1999-07-20T00:23:47","20:34"
"09755181919","09501448403","785791","1997-02-25T15:02:20","12:19"
"09193927236","09323769373","391766","1981-09-27T00:06:03","06:56"
"09288265105","09232053290","919088","2007-11-24T19:08:41","21:04"
"09412342415","09912268584","872452","1998-03-11T15:45:20","06:40"
"09573367485","09130884472","192138","2019-07-29T19:13:20","06:53"
"09160689563","09370724356","832422","1990-07-31T01:01:48","12:29"
"09138838794","09153385610","560652","1978-04-10T22:52:05","09:12"
"09407799684","09217536764","687313","1977-11-22T02:56:47","09:58"
"09952765442","09178813127","214530","1970-04-26T16:17:34","16:52"
"09771842909","09498608249","962805","2015-12-05T20:56:16","23:48"
"09855416212","09906816411","936765","1992-08-29T20:12:33","15:14"
"09850811812","09279802811","882086","1993-06-08T13:59:01","17:29"
"09607678533","09494451393","138934","2002-12-14T16:43:15","14:09"
"09577513954","09523499526","307269","1996-12-07T17:25:12","19:23"
"09404066829","09375836604","793346","1977-03-10T00:58:04","06:44"
"09961641540","09398265746","438519","2002-05-26T15:24:36","08:26"
"09612749898","09343510244","738813","1999-11-26T06:17:06","17:15"
"09388057205","09538890328","397430","1989-12-02T07:34:48","03:52"
"09346477245","09439285062","680806","1995-05-08T00:48:37","00:32"
"09559824549","09661306206","569854","2013-08-03T13:56:00","19:30"
"09458410631","09455361829","741359","2019-12-25T10:11:24","02:18"
"09997529143","09852376094","279214","2006-07-29T21:32:33","13:09"
"09213570929","09571372712","704651","1985-03-31T18:46:34","21:40"
"09489673196","09187608469","706011","2019-10-18T20:45:16","11:09"
"09551537167","09665497858","472022","2000-02-28T04:15:54","12:21"
"09192311169","09810340076","839682","2011-05-30T11:50:44","06:14"
"09138280487","09631768122","129589","2020-12-03T07:04:11","04:18"
"09889856104","09454630382","887662","1974-01-19T10:36:21","03:39"
"09641244381","09602646454","654599","2010-08-28T08:50:56","02:15"
"09601629610","09102798233","591824","2020-06-29T05:17:48","10:49"
"09175192094","09927062869","924528","2012-07-12T12:27:20","04:17"
"09359662453","09306337975","858429","2013-11-04T03:13:43","13:34"
"09589242909","09999848480","223367","2000-03-20T19:04:36","12:34"
"09147620667","09891926455","962631","1989-12-22T05:15:54","02:24"
"09368375846","09941402375","950587","1994-04-06T08:17:16","18:33"
"09448728517","09287147082","225615","2007-12-17T11:32:17","06:50"
"09786149078","09614221234","814062","1981-10-22T06:10:27","02:33"
"09110327693","09557244740","786531","1987-02-05T09:46:45","14:26"
"09746806479","09706278195","995589","2002-02-05T22:38:09","12:32"
"09250219916","09980435982","421019","2005-08-26T08:53:56","05:22"
"09680243640","09244783681","837400","2019-07-23T20:51:56","07:02"
"09604858400","09392693016","993798","2013-08-06T21:43:47","13:00"
"09194229126","09750778777","730249","2007-06-17T10:43:54","05:08"
"09178491608","09529642457","390295","2015-12-27T21:23:16","04:17"
"09820821383","09555634813","645768","2003-06-25T15:51:50","09:41"
"09906816411","09482048558","820721","2020-03-29T03:22:01","08:10"
"09595140876","09783977579","227127","1973-05-01T03:56:47","19:57"
"09508572642","09870799333","790181","1978-05-20T00:43:56","16:46"
"09723815193","09771775701","745901","1971-04-24T01:24:01","10:30"
"09937787997","09753917384","856671","1996-06-26T22:31:18","06:20"
"09936628700","09494545662","693326","2012-11-21T01:45:11","17:52"
"09270016852","09969858527","169161","1970-11-14T02:54:34","00:16"
"09851301647","09801842227","145173","1974-08-14T22:29:37","17:39"
"09117381797","09679926149","131157","1994-04-13T16:48:04","23:25"
"09288240123","09335366435","734681","1994-12-09T18:51:30","05:43"
"09142629442","09136757044","441541","1996-12-26T17:34:25","09:40"
"09349383961","09238169405","468869","2011-09-01T11:44:40","03:33"
"09367684349","09495023218","329182","1978-01-01T03:07:00","18:51"
"09524845013","09223534767","769839","1990-11-12T20:06:13","11:39"
"09323258654","09292156419","986774","2014-11-06T01:19:35","11:50"
"09107727531","09767255506","597651","1971-12-23T01:40:17","13:27"
"09276044444","09174521162","255924","1990-05-04T18:29:34","17:18"
"09420567612","09662989853","898181","1978-03-10T08:47:53","04:35"
"09731170822","09453439091","997815","1991-05-07T00:43:58","04:44"
"09600638035","09759303236","208144","1988-03-20T15:10:44","08:34"
"09559196249","09995921946","334916","1978-08-18T20:37:34","11:23"
"09286284243","09340889256","951579","1976-10-22T10:08:23","15:34"
"09324108480","09935986122","871601","1983-11-15T04:25:11","12:55"
"09407008843","09894138255","808138","1980-08-12T13:26:07","23:16"
"09631513417","09134198936","926048","2011-10-29T09:56:15","06:20"
"09657028601","09515545410","441490","1997-06-15T18:59:10","18:57"
"09982795428","09543678726","300274","2008-03-04T15:16:28","11:00"
"09156384359","09550420741","330389","1990-05-13T10:02:17","00:15"
"09622957560","09605298398","575857","1987-12-05T15:22:56","00:02"
"09822115675","09755484939","209401","2006-05-20T19:30:43","04:01"
"09812791696","09210840385","507858","1985-10-01T19:55:14","06:25"
"09790399558","09899146728","197349","2007-08-01T11:50:06","11:49"
"09880048942","09467709428","670814","2008-07-24T15:27:57","19:08"
"09629300784","09514824738","441058","1978-03-29T23:38:50","11:59"
"09281859435","09298244344","222676","1975-02-25T02:03:08","07:33"
"09318479549","09981995606","586337","2014-08-08T10:15:33","08:27"
"09454061603","09411579018","674343","1999-05-16T17:44:14","09:07"
"09130624437","09382264942","343211","1971-06-01T07:15:21","20:41"
"09376775501","09497775557","151668","2003-08-30T05:53:32","15:52"
"09365410098","09695433026","672195","1977-06-24T19:24:14","10:41"
"09528571773","09112598179","114190","2005-10-14T06:08:33","23:14"
"09139950431","09369892527","372027","1976-03-20T02:36:55","00:31"
"09607716698","09826998265","286249","2015-03-28T23:19:01","00:29"
"09109577624","09673430831","827590","2009-08-02T16:32:23","04:21"
"09169170796","09322276790","891742","1996-05-09T07:59:54","13:36"
"09845637308","09159782210","392772","2010-03-06T07:49:44","10:51"
"09386461406","09590142417","492128","1979-04-10T00:14:09","09:31"
"09121551004","09350198884","608526","1995-03-12T11:03:32","13:04"
"09986871965","09608646896","644617","1982-10-25T22:28:36","09:43"
"09503297024","09958152602","546776","1999-02-14T06:38:51","07:14"
"09239877552","09844744596","900254","2018-05-22T08:54:29","04:25"
"09798839433","09547041547","956767","2010-06-08T22:09:42","13:12"
"09986203778","09916814984","805941","1981-11-05T04:31:43","10:56"
"09956860130","09274537860","429833","2013-09-26T18:22:13","01:15"
"09213563457","09752815843","210136","1999-03-04T10:56:18","14:09"
"09590615429","09880564493","929487","1983-11-03T04:18:46","05:58"
"09802286463","09622087246","884228","1982-01-28T10:41:38","10:30"
"09905814495","09590076433","547661","2006-11-02T05:30:34","01:14"
"09729419380","09768256713","213156","1973-03-13T11:07:57","16:49"
"09141809922","09605087741","655256","2012-03-05T00:45:16","04:53"
"09404952478","09989336030","873589","1998-07-17T19:36:10","14:01"
"09346428997","09676626343","755388","1977-08-03T11:57:05","16:26"
"09594333573","09846198400","420710","1976-12-03T23:51:27","13:24"
"09553819389","09650730679","394022","2001-06-09T14:21:37","08:46"
"09596792125","09807442689","734630","1981-03-28T00:27:15","17:04"
"09848671369","09822385707","743842","1976-02-22T06:21:38","14:54"
"09196764953","09932784551","125648","2014-07-08T07:09:06","04:23"
"09349909240","09330788646","387853","2003-09-15T10:34:42","15:00"
"09290135124","09975162239","929732","2014-04-02T03:18:44","15:52"
"09167439995","09197654627","284653","1986-05-23T01:54:59","10:28"
"09891623180","09710758750","797157","2015-04-06T16:57:37","17:01"
"09271063290","09190797298","693765","1989-03-30T23:11:16","01:28"
"09206503824","09655360329","259814","1995-01-28T13:22:29","16:38"
"09344697261","09972336465","990262","2012-01-05T18:12:49","08:30"
"09176974680","09774623450","866460","1996-01-13T15:36:50","02:09"
"09908950749","09741082977","415301","1982-08-04T17:25:07","20:49"
"09620954090","09232489898","192935","1970-11-26T18:18:17","19:08"
"09382449990","09377537871","394146","2012-05-03T16:40:25","12:43"
"09886826324","09907411381","353685","2008-11-28T12:57:25","16:14"
"09237692748","09522723620","896159","2014-12-11T19:03:40","03:30"
"09912355519","09284490538","875690","1980-01-06T05:59:56","10:42"
"09457422317","09608450647","179169","1999-04-30T10:44:01","19:28"
"09788416080","09215568428","508637","1974-07-09T15:39:31","14:01"
"09895852913","09170241341","624081","1992-11-20T04:01:40","18:49"
"09194671630","09788598595","707771","1984-04-09T07:21:56","21:04"
"09513427478","09999847003","235444","1982-02-26T02:15:09","00:39"
"09520642092","09196762401","814606","1986-05-25T20:31:01","05:57"
"09872499526","09355126329","167109","2007-05-11T03:57:11","05:30"
"09689231883","09571300923","214675","1991-05-14T02:14:14","04:48"
"09621068672","09331770170","731548","1988-06-11T19:26:11","06:49"
"09120346959","09390540777","289990","1997-10-26T10:11:59","16:56"
"09782690238","09922630426","612010","1997-01-10T05:04:36","04:38"
"09828172934","09471607375","807897","2000-10-07T13:15:43","18:45"
"09192519652","09406341930","612270","1981-03-14T19:36:38","22:15"
"09135875023","09433658932","767058","1978-04-17T06:45:33","00:48"
"09956465802","09562691928","942343","1995-09-02T03:25:03","16:20"
"09264758973","09523798736","802470","1987-12-22T00:42:48","17:24"
"09852011402","09178786685","631815","2008-01-02T20:57:08","18:52"
"09383622516","09736615699","842397","1989-01-18T02:39:42","10:07"
"09531636306","09655382527","187313","2010-02-15T20:17:16","13:35"
"09836856267","09797385612","282958","1998-08-10T21:25:01","09:16"
"09129545259","09338924989","296502","1999-03-23T02:04:41","04:36"
"09683732090","09215959824","368711","2005-06-19T03:17:43","20:52"
"09114081080","09599079585","629156","2017-07-19T11:10:58","22:55"
"09390517879","09125172689","994611","2018-04-27T14:47:28","10:40"
"09981902061","09894115822","363514","2014-07-22T04:42:14","04:49"
"09840550521","09301028428","246272","1995-11-14T13:00:49","06:58"
"09759196012","09131605673","152854","1996-07-30T07:11:20","11:02"
"09141568476","09264359768","515504","2008-08-27T01:10:12","14:03"
"09427378435","09914404783","185161","2019-01-02T15:03:34","23:55"
"09905071633","09100126668","758626","2008-08-18T12:43:32","09:52"
"09729345722","09400718334","495141","1984-02-28T20:44:58","23:49"
"09972387602","09651777491","350128","1982-07-30T19:11:43","06:21"
"09773308296","09689941980","595996","1990-09-01T17:33:33","19:02"
"09726868879","09502343109","317397","2010-10-02T04:53:27","17:56"
"09723487059","09449384651","684780","1985-08-22T07:29:03","19:00"
"09547382673","09937772627","747910","2015-02-12T09:21:06","01:40"
"09728067845","09180342696","586094","2017-04-25T08:36:09","12:09"
"09343765412","09232128326","391083","1980-04-18T08:30:49","03:31"
"09481424325","09305892632","893077","1979-05-26T13:02:19","22:45"
"09495023218","09699138569","701274","2012-08-19T17:03:52","21:41"
"09162321181","09484484612","115852","2007-03-05T00:44:42","09:13"
"09961870186","09445206709","220906","1971-05-17T01:31:25","22:52"
"09327893188","09607887810","138933","2020-03-09T01:50:20","10:13"
"09984183420","09333589048","383620","2014-04-21T11:24:21","13:53"
"09232300324","09742765064","561350","1988-02-28T04:59:48","12:33"
"09868982780","09746959618","956912","2016-10-24T04:53:49","17:04"
"09299989300","09817946677","835020","1975-11-19T19:01:01","13:49"
"09384710380","09258142643","706968","1991-02-09T17:48:14","18:36"
"09672698896","09631160650","962867","1971-01-20T09:31:39","09:15"
"09601993814","09498052413","560898","2010-03-29T15:18:06","20:02"
"09326769977","09445311373","953618","2011-05-24T07:40:39","16:38"
"09370523995","09246377494","304662","2017-09-28T23:56:44","11:25"
"09327851781","09524980379","178125","2009-04-07T02:00:28","09:57"
"09645380994","09434998030","834904","1998-07-30T23:09:33","11:08"
"09631798721","09290135124","487635","2011-05-20T07:20:37","09:46"
"09376060490","09612295900","523810","2007-10-16T03:03:04","06:56"
"09539276769","09224573413","443313","2015-07-14T03:15:59","09:34"
"09936744418","09381816759","613130","1988-02-14T08:45:03","05:02"
"09994155916","09315687021","776908","1984-02-22T18:18:27","07:02"
"09562428019","09123622190","587358","1994-09-18T04:27:01","21:40"
"09417706048","09896955952","475610","1977-08-01T20:16:49","22:20"
"09334628589","09694539826","611763","2011-06-17T15:49:53","07:53"
"09543098208","09472564514","114085","2004-01-01T16:27:15","15:37"
"09972336465","09904786128","342883","1980-09-01T02:26:49","04:43"
"09807110497","09467709428","998511","2011-11-20T01:09:03","21:39"
"09733402001","09831490585","826554","1993-09-29T23:29:21","17:30"
"09213410976","09552786337","490338","1994-08-16T10:03:12","09:23"
"09611464631","09333245812","167826","1977-06-27T15:52:51","08:06"
"09886618476","09582724073","917089","1990-12-18T17:07:21","08:35"
"09529969021","09934141819","807619","1971-06-23T12:51:32","11:35"
"09800799309","09702930226","577680","1995-09-20T11:35:55","15:53"
"09690491450","09621068672","668201","2013-11-20T04:44:45","14:49"
"09748871464","09739098742","107037","2006-11-17T01:22:57","08:44"
"09885693696","09927179510","157731","1988-05-06T09:54:58","17:21"
"09763560863","09138227594","973653","1980-11-12T17:08:25","06:49"
"09630175870","09937772627","152913","1976-07-23T19:58:29","11:36"
"09466954272","09504900008","918443","1995-06-18T18:29:57","15:07"
"09981267074","09424423744","238590","1977-09-19T12:15:44","11:24"
"09431501505","09264624238","662095","1998-07-14T04:50:38","21:50"
"09548491341","09322399958","664178","2004-11-18T12:54:00","03:19"
"09212382331","09383119681","467644","2009-04-04T01:08:27","17:09"
"09145466119","09189551319","169078","1996-04-03T13:20:48","22:56"
"09588986365","09813487672","766963","1991-08-25T19:49:24","09:39"
"09561514104","09892955418","144029","2007-06-29T18:20:21","08:43"
"09532043991","09539188439","407976","2007-12-29T22:22:44","08:06"
"09502958310","09275391902","747820","2004-02-27T08:40:35","11:36"
"09935418665","09354099238","774020","1971-03-31T18:05:49","00:55"
"09197139721","09688442170","116516","2009-10-09T06:21:46","02:50"
"09183505585","09376231732","510882","1971-10-10T14:40:55","22:23"
"09523067096","09604555521","121537","2014-02-05T20:35:31","22:47"
"09656090929","09230940396","147256","1977-05-16T04:03:47","00:44"
"09857538250","09854454075","476664","1998-05-31T17:27:47","11:34"
"09587047515","09391963864","127543","1985-02-08T05:48:01","18:29"
"09326039406","09282891174","653165","1979-11-16T03:46:12","11:28"
"09456798516","09178813127","117185","2014-07-25T09:46:48","21:07"
"09779636805","09808646552","443007","1977-11-19T20:21:26","23:38"
"09332421402","09959135043","177815","1973-05-08T19:58:38","00:34"
"09967605951","09684294100","608433","2014-12-06T21:43:32","16:06"
"09620040323","09121839616","600685","1971-10-06T12:03:48","21:33"
"09869201244","09974563662","617793","1985-05-24T16:39:49","18:36"
"09620954090","09246309676","921664","1976-04-28T08:13:25","05:19"
"09828148871","09613404174","358516","2000-01-26T14:48:46","20:01"
"09823102307","09442318184","489896","1980-10-18T03:40:40","13:42"
"09362595755","09231634687","615717","1991-09-30T22:57:08","21:28"
"09232169311","09973305017","126439","1980-11-25T21:38:13","14:17"
"09317396791","09216954904","167612","1977-06-07T23:40:34","06:54"
"09463908483","09714832095","762410","2006-01-24T20:41:46","22:28"
"09186090519","09664370120","656323","1976-02-24T05:47:13","06:38"
"09286284243","09774603508","542329","2009-08-29T23:57:12","05:29"
"09183808786","09977101983","596299","2008-06-10T13:15:11","17:46"
"09594741493","09890118776","272529","1985-01-08T11:31:55","14:21"
"09527280381","09730249807","124248","1971-04-04T22:45:36","08:01"
"09274359968","09749558465","675125","2011-02-25T17:26:25","03:04"
"09361739768","09448190363","359474","2000-03-19T21:40:57","15:42"
"09749998773","09163660734","670787","2016-10-27T20:02:51","04:56"
"09656600512","09652916625","618138","1990-08-13T04:54:33","08:49"
"09432070848","09490513533","661956","1973-11-21T04:19:46","06:40"
"09712982813","09203142253","841328","1995-12-10T21:51:06","11:47"
"09663085124","09112170400","174280","2007-05-09T05:23:22","08:49"
"09445698730","09200098943","581826","1983-08-16T04:51:45","03:35"
"09636163255","09812117652","517255","1990-09-25T08:27:21","07:40"
"09235230007","09280604875","378325","1980-08-27T19:01:25","03:48"
"09573096185","09998318207","316017","2019-05-24T17:17:53","15:04"
"09889647428","09378265612","615701","2003-10-17T04:08:39","20:36"
"09831471310","09489961218","730601","1998-12-27T22:41:24","17:32"
"09136959378","09502288468","501954","2012-01-31T15:24:52","09:09"
"09574079397","09143507365","174179","2013-05-17T01:49:30","12:25"
"09984183420","09793885578","144600","2015-08-16T21:30:17","07:43"
"09422556609","09459002742","756281","1976-05-09T08:12:08","23:36"
"09501501460","09187331790","155429","1995-11-03T10:31:51","00:16"
"09689475304","09799721400","693562","1981-08-30T01:42:47","11:24"
"09326572200","09697909364","171060","2011-02-22T22:05:00","10:24"
"09608244252","09275490379","317292","1984-09-05T14:09:31","23:30"
"09361739768","09265517384","431879","2009-04-14T20:38:39","06:22"
"09330371530","09666203271","839985","2014-02-20T06:35:33","16:10"
"09612749898","09699245553","297864","1981-11-29T06:39:56","16:13"
"09470842530","09568306268","636571","1980-03-14T07:56:55","16:35"
"09822722874","09891514568","968473","1988-11-25T17:57:46","14:37"
"09435578445","09807082347","290731","2002-08-10T13:30:22","04:07"
"09189495694","09407019653","689882","1971-12-29T20:39:37","09:03"
"09382761848","09387012925","195374","1970-03-11T04:20:42","14:02"
"09948752819","09877036749","237070","2002-10-28T12:18:05","16:38"
"09692296953","09224846646","355629","1983-05-02T19:47:04","11:09"
"09577609825","09949410427","642652","2003-07-24T12:27:17","01:08"
"09741763669","09548491341","517094","2000-09-02T05:26:48","06:37"
"09508875758","09888503198","783831","2003-07-10T22:49:49","04:09"
"09614462477","09921961017","323504","1980-03-03T08:36:14","07:02"
"09770633519","09985932463","491092","2008-08-06T01:10:32","11:45"
"09112411754","09105947256","391568","1973-09-10T02:54:01","13:54"
"09570142514","09538628325","629246","2000-04-02T22:15:25","04:37"
"09271921494","09646782114","954928","1976-05-03T13:05:10","05:39"
"09739474314","09914524233","111989","1990-10-24T08:08:32","00:07"
"09865301095","09437547221","317964","2007-08-18T04:14:39","14:23"
"09377179184","09153913382","375740","2000-09-05T20:54:56","04:58"
"09402509818","09148694273","364351","2000-03-24T06:35:08","17:05"
"09854072591","09886495411","828254","1973-10-03T09:28:10","08:48"
"09426131150","09876525427","596156","1979-09-10T18:37:33","21:42"
"09671277414","09218971831","111487","1987-08-02T17:18:33","12:04"
"09696325158","09922733988","622183","2000-10-14T10:01:26","22:30"
"09647766073","09816390724","497988","1975-12-05T20:12:51","22:10"
"09407395445","09719747604","846765","1987-12-29T05:04:28","12:00"
"09835675300","09234914401","400319","1984-07-28T20:33:21","16:18"
"09314647885","09900866156","646850","2006-07-09T03:46:59","03:43"
"09849895949","09406269821","314002","1983-02-14T17:03:21","22:31"
"09808370016","09771702205","443113","1970-03-20T23:41:21","14:45"
"09332716303","09169658960","124960","1982-10-14T01:47:13","19:53"
"09582335895","09517604778","775779","2012-11-22T02:47:52","16:52"
"09840671696","09987933261","107051","1998-04-03T05:29:51","04:29"
"09352809355","09715839163","208062","1992-08-14T07:19:30","03:04"
"09789372656","09546034342","752868","1981-12-16T02:04:54","22:46"
"09110327693","09869441986","328575","1988-02-11T06:59:00","14:50"
"09132405945","09816390724","496057","1973-01-14T18:34:38","15:31"
"09969869190","09987137543","715403","1976-04-15T09:13:42","03:19"
"09771551106","09878822386","354209","2018-04-15T17:20:38","19:35"
"09299575675","09116924944","493825","2001-09-14T20:47:01","04:55"
"09188086400","09179333685","516775","1972-12-30T12:02:40","02:35"
"09981930224","09828661596","693530","1981-03-26T14:26:15","11:15"
"09559824549","09381229819","500436","1987-02-04T18:55:42","20:05"
"09387540660","09197870156","792960","1987-06-19T06:54:11","16:29"
"09795031810","09323258654","136721","1974-09-27T12:53:53","05:21"
"09627381807","09192193825","354497","2007-08-09T18:03:13","20:49"
"09197750376","09735306795","129991","1981-09-15T00:10:45","04:21"
"09621703743","09249681062","770264","1971-11-11T12:47:58","21:55"
"09117566957","09701818914","366785","1976-10-22T05:02:43","06:22"
"09973083772","09542589319","865829","2015-03-03T00:03:39","13:34"
"09143042476","09879727819","224971","1971-05-24T06:47:17","23:40"
"09750172863","09111572492","350365","2007-06-02T12:29:11","06:06"
"09572155733","09599178571","864400","1991-10-15T00:30:02","18:43"
"09469208438","09175952732","844865","1983-02-28T12:20:40","17:55"
"09494262348","09160971992","113196","2011-05-25T16:05:37","11:38"
"09700820026","09108130856","411457","1984-08-27T01:10:21","15:04"
"09147620667","09929539806","784409","1983-09-28T02:01:00","06:33"
"09797385612","09777363361","641546","2008-01-21T21:33:08","21:12"
"09348880034","09692955503","123562","1985-04-24T09:09:21","07:24"
"09666819430","09675463952","229249","1991-11-24T19:26:50","15:12"
"09282585165","09425330433","652424","1974-11-26T02:21:37","13:56"
"09734044591","09794057094","173811","2001-03-09T08:07:14","08:24"
"09768838121","09253055737","871689","2018-04-13T14:27:13","16:06"
"09170619138","09428664744","145656","1984-09-17T08:26:23","13:33"
"09872149464","09990606918","514235","1990-11-29T03:34:13","12:59"
"09661640408","09717080285","318028","2000-09-27T02:10:31","03:12"
"09627409359","09630022797","469596","1982-02-13T12:36:11","21:38"
"09571987501","09578432542","847966","1995-06-17T12:06:32","13:17"
"09840388238","09170457476","262505","1976-08-08T02:35:09","19:17"
"09656608654","09704331514","908980","1971-12-07T20:29:17","04:26"
"09999382609","09620402160","579741","1991-10-22T06:31:44","09:51"
"09643862484","09522996895","868153","1974-10-02T18:25:49","09:31"
"09431245168","09598555210","179765","2005-07-26T22:27:43","12:10"
"09972336465","09422266430","954342","1978-12-25T13:43:44","21:35"
"09427051004","09927892789","719981","2002-02-12T01:01:31","17:39"
"09498469995","09829781954","578166","2009-12-12T03:41:15","09:17"
"09690669620","09160786883","816790","2008-06-03T23:59:28","20:38"
"09991772557","09503545618","363841","1989-03-23T14:00:39","05:09"
"09129066620","09283473391","363769","2006-12-19T16:52:07","06:52"
"09250219916","09969474930","411174","1981-02-22T22:17:43","10:32"
"09729566871","09821211882","638169","1991-05-30T10:44:16","18:54"
"09711565852","09267999386","445305","1993-08-28T01:39:59","08:10"
"09880319567","09413347995","297382","1976-06-16T22:44:23","00:46"
"09442772332","09353332461","870766","2004-08-27T14:20:04","20:33"
"09268174694","09402394018","840401","1982-01-08T03:32:35","11:36"
"09694864827","09164325882","438308","1989-03-30T18:16:45","04:29"
"09203476569","09313271547","998617","2014-05-13T02:48:12","00:15"
"09661186088","09709272276","643932","1983-01-28T22:42:20","10:44"
"09550927690","09265897300","911522","2001-10-27T05:07:44","11:50"
"09798070986","09823630567","333609","2013-05-03T01:17:06","22:54"
"09118556350","09197266738","741782","2002-08-06T14:27:56","13:34"
"09207169638","09406477029","273055","1982-06-12T07:47:59","16:35"
"09286801398","09822557413","743705","2019-02-22T15:22:00","20:20"
"09938539229","09557908689","719660","1985-07-17T11:58:35","14:27"
"09528104584","09702051087","970348","1983-11-12T06:30:03","13:08"
"09797493436","09985956057","921081","2003-06-20T12:39:18","05:59"
"09744968584","09467395126","259477","1988-10-26T22:45:53","16:51"
"09162819975","09774786539","650770","2008-11-08T22:28:52","07:52"
"09588178884","09611109161","469151","1999-12-05T04:11:58","18:27"
"09323455176","09344026271","245078","2011-07-21T19:22:46","13:14"
"09469001751","09122345498","179677","1995-04-14T01:25:46","04:40"
"09588564541","09105710834","797082","1975-04-29T11:22:56","11:29"
"09949101218","09814723185","208620","1981-01-01T19:51:55","06:22"
"09767587424","09315687021","352135","2018-10-28T21:10:04","11:03"
"09266409044","09842821921","229260","2020-05-22T19:32:25","12:31"
"09536299268","09478298630","607542","1992-02-18T11:59:44","22:53"
"09831113785","09920307078","864113","2000-10-02T02:45:51","11:48"
"09587444238","09825472582","537420","2007-10-27T02:44:57","02:22"
"09990438159","09807151480","445889","2001-08-01T01:42:45","22:29"
"09257257044","09178959572","627424","1973-05-21T16:41:02","20:55"
"09678617264","09260183629","536597","2011-08-11T16:48:03","02:21"
"09871565383","09772476769","955536","1996-04-03T01:22:27","20:37"
"09727490734","09168944387","418209","2002-04-24T09:06:15","15:23"
"09165922525","09162819975","688203","1971-07-11T16:53:40","15:28"
"09792680797","09621703743","235684","1974-10-11T10:57:27","01:29"
"09767157389","09459954849","849032","1997-11-20T07:10:56","03:38"
"09945131832","09330217795","664738","1997-11-06T14:47:12","07:53"
"09586562612","09228607521","928281","1979-10-13T14:45:10","19:46"
"09311005315","09241913111","334658","2012-01-21T02:01:26","01:51"
